course_id;course_name;professor;department;semester;days;time;description
PSY 1952;Multivariate Analysis in Psychology;Mair;Psychology;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;This PSY 1950 follow-up course continues with the exposure to state-of-the-art Bayesian and Frequentist statistical modeling techniques. We extend the GLMM framework in a nonlinear manner leading to the class of generalized additive (mixed) models (GAMM). We introduce path models which allow us to model complex variable associations.Prominent models within this context are multivariate regression, moderation-mediation models, and latent growth models as an alternative to mixed models. We also co
CZCH  AB;Elementary Czech II;Tuckerova;Slavic Languages & Literatures;2022 Spring;[];-  TBA;Part two of a two part introductory course in modern Czech language and culture, designed for students without previous knowledge who would like to speak Czech or use the language for reading and research. All four major communicative skills (speaking, listening comprehension, reading, writing) are stressed. Students are exposed to Czech culture through work with film and literature and gain some familiarity with the major differences between literary and spoken Czech as they learn to use the la
ENGLISH  162BB;Broadway Bodies, or Representation on the Great White Way;Miller;English;2022 Spring;"[{""days"":""T""},{""days"":""Th""}]";10:30am -  11:45am;To many of its fans, Hamilton poses a problem. How can a show that presents so many talented artists of color represent a white-washed American history? And how should we evaluate the show’s impact when sky-high ticket prices make it accessible primarily to a wealthy (read: white) audience? In its aspirational embrace of a multi-ethnic America and its failure fully to realize that promise, Hamilton embodies the paradox of Broadway. This course examines th
SUDANESE  101AR;Advanced Sudanese Arabic;Mugane;African & African Amer Studies;2021 Fall;[];-  TBA;A study of Sudanese Arabic the official and national working language in Sudan at the Advanced level in the Fall semester. As needed, successive advanced readings in Sudanese Arabic may be taken under Sudanese Arabic 101ar every Fall.
KOREAN  123XB;Intermediate Korean for Advanced Beginners;Kim;East Asian Langs & Civ;2022 Spring;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";1:30pm -  2:45pm;Korean 123xb is a continuation of Korean Bx and is for those who have received significant exposure to Korean language and culture and thus have some listening and speaking skills. It is an accelerated course covering important grammatical structures and materials from Intermediate Korean (120a and 120b) for the purpose of providing tools to build upon the basic foundation of student’s Korean language ability. Hence, this class is designed to meet the linguisitic needs that are unique to h
SOCIOL 1163;Pursuing Truth and Justice: Principles and Methods of Equity through Inquiry;Perea;Sociology;2021 Fall;"[{""days"":""T""},{""days"":""Th""}]";1:30pm -  2:45pm;"This course will explore the principles and methodologies of equity-centered approaches for knowledge generation, meaning making, and social transformation through inquiry and the research process. We will examine community-based, participatory, action, and decolonizing approaches to inquiry, and engage with various perspectives on the process, practice, and applications of liberatory inquiry methodologies. We will discuss epistemology and research paradigms; explore a variety of approaches and"
JAPAN  BA 002;Elementary Japanese;Kageyama-Hunt;East Asian Langs & Civ;2021 Fall;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";10:30am -  11:30am;This course aims to develop a basic foundation in modern Japanese leading to proficiency in the four language skills of speaking, listening, reading and writing. Emphasis is placed on the use of these skills to communicate effectively in authentic contexts of daily life. Mastery of hiragana, katakana, and approximately 86 Kanji (Chinese characters).
E-PSCI  141;Isotope and Trace Element Geochemistry and Geochronology;Jacobsen;Earth & Planetary Sciences;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";4:30pm -  5:45pm;The origin of the element and isotope distribution in the Earth and the Solar System. Closed system radioactive decay, isotope fractionation, mass balance and mixing. Application of Rb-Sr, Sm-Nd, U-Th-Pb, Lu-Hf, Re-Os and K-Ar isotope systems for geochronology and as tracers for geological processes. Noble gas geochemistry. Extinct nuclides. Cosmogenic nuclides. U-Th-series nuclides. Planetary isotopic evolution. Stable isotope geochemistry. Application of H, C, N, O, and S isotop
GERMAN  169;Cold War Stories: Art and Politics in the Two Germanies;Schwakopf;Germanic Languages & Lit;2022 Spring;"[{""days"":""Th""}]";9:45am -  11:45am;This course provides a survey of the history and culture of divided Germany during the Cold War. It examines the conditions leading to the foundation of two separate states, the role of the Allied Powers in East and West Germany, the ideological conflicts between them, and their different responses to dealing with a shared fascist past. Drawing on sources from literature, film, radio, theater and art, we will engage with key political debates and societal changes, such as the “economic mir
GOV 1022;Community Based Survey Research Practicum;Harrison;Government;2022 Spring;"[{""days"":""M""}]";12:45pm -  2:45pm;Surveys are used by a variety of community and government organizations to gather information and answer policy questions.  This practicum will provide students with the opportunity to develop their knowledge of survey research by designing and conducting an original survey for an actual client based in the community.  Students will learn how to listen to, understand, and evaluate organizational needs and goals, how to translate those goals into an effective survey research design, how
ECON 1017;A Libertarian Perspective on Economic and Social Policy;Miron;Economics;2021 Fall;"[{""days"":""M""},{""days"":""W""}]";1:30pm -  2:45pm;Analyses the libertarian perspective on economic and social policy. This perspective differs from both liberal and conservative views, arguing for minimal government in most arenas. Policies addressed include drug prohibition, gun control, public education, abortion rights, gay marriage, income redistribution, and campaign finance regulation.
