course_id;course_name;professor;department;semester;days;time;description
ENGLISH  98R 001;Tutorial - Junior Year;Careyva;English;2021 Fall;"[{""days"":""M""}]";3:00pm -  5:00pm;Supervised small group junior tutorial in the study of literature in English.
GOV  94CD;Global Governance and the Role of International Organizations;Davis;Government;2021 Fall;"[{""days"":""Th""}]";9:00am -  11:00am;This seminar examines the role of international organizations as a tool to manage global problems. We will review international relations theories that account for why states establish institutions and assess the effectiveness of specific organizations to improve policy outcomes as well as explore their legitimacy within society.  In light of the backlash against these institutions that can be seen in the Brexit vote and U.S. rejection of new international trade agreements, what is their ro
COMPLIT  99B;Tutorial - Senior Year;Naddaff;Comparative Literature;2022 Spring;[];-  TBA;A continuation of Literature 99a, including preparation for the oral examinations. Open to concentrators only.
JAMAICAN  AB;Elementary Jamaican Patois;Mugane;African & African Amer Studies;2021 Fall;[];-  TBA;A study of Jamaican Patois the primary native language of Jamaica at the Elementary level (First year part 2). Contact hours supplemented by language digital resources. Emphasis on written expression, reading comprehension, and oral fluency. Students are strongly encouraged to take both parts of the course within the same academic year.
FRSEMR  51F;Understanding the Seemingly Impossible: A Revolution in Biology;Hunter;Freshman Seminars;2022 Spring;"[{""days"":""T""}]";9:45am -  11:45am;"Occasionally a scientific discovery is so unexpected that it is seemingly unexplainable. This seminar will revisit one such event, the discovery of RNA interference and how modern experimental molecular genetics cracked this ""problem"" and started a billion-dollar industry. Rare unexpected discoveries in biology, for example catalytic RNAs, instantly extend and broaden our understanding of the world, while the impact of other discoveries (split genes, hopping genes) are more g"
SPANSH  11 001;Beginning Spanish II;Mendez Seijas;Romance Languages & Lit;2022 Spring;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";9:00am -  10:15am;Spanish 11 is the second course in the Beginning Spanish sequence (SPAN 10-SPAN 11). In this course, students explore a host of social, cultural, and environmental sustainability issues that have historically impacted the lives and livelihoods of local and foreign Spanish-speaking communities. Throughout the semester, students interact constantly with instructors, peers, and native Spanish speakers around the world as they explore culturally and linguistically rich content. Through discussi
ITAL  15;Intensive Beginning Italian: Gateway to Italy;Trebaiocchi;Romance Languages & Lit;2022 Spring;"[{""days"":""M""},{""days"":""T""},{""days"":""W""},{""days"":""Th""},{""days"":""F""}]";1:30pm -  2:45pm;"This is an intensive and complete first-year course in one term for students with no knowledge of Italian, focused on developing all four communicative skills. You will learn how to talk about personal topics, likes and dislikes, and your immediate environment (such as family, school, friends, daily routine); handle basic social exchanges (such as eating out or planning events); describe and narrate simple events in the present, past, and future; make comparisons; express possibility; present yo"
SPANSH  30 006;Upper-level Spanish: Four Countries and their Cultures;Liander;Romance Languages & Lit;2021 Fall;"[{""days"":""M""},{""days"":""W""},{""days"":""F""}]";9:00am -  10:15am;An advanced language class that reinforces the practice of oral and written communication in Spanish through topics in contemporary cultural materials from Spain and Latin America. Students will focus on improving proficiency, refining pronunciation and acquiring vocabulary. In addition to in-class discussions, course work involves grammar review and practice in writing. Consult course website for current semester topics.
ENGLISH  97 002;Sophomore Tutorial: Literary Methods;Miller;English;2021 Fall;"[{""days"":""W""}]";12:00pm -  2:45pm;This course, taught in small groups and required for concentrators, introduces theories, interpretive frameworks, and central questions about literature and literary media. What do we do when we read? What is an author? What do we mean by “literature” itself? How might we compare and evaluate interpretations? How do the historical, social, cultural, and legal frameworks around a text shape its meanings and its effects? Combining major critical and theoretical writings with primary wo
PSY  910R;Supervised Research;Hooley;Psychology;2022 Spring;[];-  TBA;"Independent empirical research (laboratory or field) conducted under the supervision of a departmental faculty member. Research report or equivalent paper required. May be taken up to three times for College credit; limits on research courses for concentration credit apply.An application is required for admission; due to the Psychology Undergraduate Office the day before Study Cards are due.http://undergrad.psychology.fas.harvard.edu/forms"
GOV  92R;Faculty Research Assistant;Dillon;Government;2022 Spring;[];-  TBA;
EXPOS  40 001;Public Speaking Practicum;Bailey;Expository Writing;2022 Spring;"[{""days"":""M""},{""days"":""W""}]";9:00am -  11:00am;Expos 40 is an elective within the Writing Program, and focuses on developing and strengthening the skills necessary for successful public speaking. Students learn strategies for impromptu speaking, preparing and delivering presentations, formulating and organizing persuasive arguments, cultivating critical thinking, engaging with an audience, using the voice and body, and building confidence in oral expression.Admission is by application only. See any of the Canvas sites for a link to the onlin
